placeQ,placeLabel,location
Q120801449,chiesa di Santa Lucia,Point(13.733139 42.176639)
Q54870732,chiesa di Santa Lucia,Point(13.262271 42.571804)
Q18289652,chiesa di Santa Lucia,Point(13.79233 42.589)
Q118522111,chiesa di Santa Lucia,Point(13.716667 42.57)
Q120170267,chiesa di Santa Lucia,Point(14.208861 42.211389)
Q55170771,chiesa di Santa Lucia,Point(13.584816 42.569904)
Q118522411,chiesa di Santa Lucia,Point(13.631361 42.556222)
Q55132131,chiesa di Santa Lucia,Point(14.070963 42.363445)
Q55192118,chiesa di Santa Lucia,Point(14.136579 42.454958)
Q121870087,chiesa di Santa Lucia Vergine e Martire,Point(13.025722 41.694111)
Q120803044,chiesa di Santa Lucia Vergine e Martire,Point(14.216528 42.445667)
Q120802959,chiesa di Santa Lucia Vergine e Martire,Point(14.078306 42.464083)
Q121161093,chiesa di Santa Lucia delle Castagne,Point(13.162178 42.264167)
Q3673164,chiesa di Santa Margherita,Point(13.397416666 42.351638888)
Q120801635,chiesa di Santa Margherita,Point(13.226667 42.404833)
Q81723052,chiesa di Santa Margherita,Point(13.279806 42.006474)
Q55172475,chiesa di Santa Margherita,Point(13.0302938 41.8601334)
Q121160838,chiesa di Santa Margherita,Point(13.142169 42.537583)
Q54863121,chiesa di Santa Margherita d'Antiochia,Point(13.01367 42.56159)
Q103925408,chiesa di Santa Maria,Point(13.524324 42.331039)
Q120801636,chiesa di Santa Maria,Point(13.429083 42.307056)
Q120801694,chiesa di Santa Maria,Point(13.750833 41.979611)
Q121160867,chiesa di Santa Maria,Point(13.256111 42.149944)
Q121160866,chiesa di Santa Maria,Point(13.244694 42.2095)
Q121160865,chiesa di Santa Maria,Point(13.220833 42.209056)
Q121160921,chiesa di Santa Maria,Point(13.040364 42.175306)
Q120801909,chiesa di Santa Maria,Point(13.390333 42.11175)
Q120801830,chiesa di Santa Maria,Point(13.304722 42.084844)
Q120801637,chiesa di Santa Maria,Point(13.405972 42.321639)
Q91481174,chiesa di Santa Maria,Point(13.38838 42.026462)
Q3673190,chiesa di Santa Maria,Point(13.097536 41.884075)
Q120801518,chiesa di Santa Maria,Point(13.291222 42.523306)
Q118522075,chiesa di Santa Maria,Point(13.792583 42.58875)
Q120802972,chiesa di Santa Maria,Point(13.82 42.439)
Q121161113,chiesa di Santa Maria (Sant'Antonio da Padova),Point(13.0256 42.329167)
Q120801853,chiesa di Santa Maria Abbarano,Point(13.259417 42.336861)
Q120801577,chiesa di Santa Maria Agraiano,Point(13.607944 42.237833)
Q55178911,chiesa di Santa Maria Ambrosiana,Point(13.884462 42.253803)
Q120801638,chiesa di Santa Maria Annunziata,Point(13.352289 42.339556)
Q54863246,chiesa di Santa Maria Annunziata,Point(13.04417 42.54245)
Q3673252,chiesa di Santa Maria Apparens,Point(13.449629 42.559152)
Q47245277,chiesa di Santa Maria Assunta,Point(13.471571 42.358798)
Q18193351,chiesa di Santa Maria Assunta,Point(13.4882 42.2927)
Q45814271,chiesa di Santa Maria Assunta,Point(13.504213 42.412731)
Q120801690,chiesa di Santa Maria Assunta,Point(13.759972 42.323111)
Q16540626,chiesa di Santa Maria Assunta,Point(13.66037222 42.24282778)
Q103990599,chiesa di Santa Maria Assunta,Point(13.511555 42.256032)
Q81813857,chiesa di Santa Maria Assunta,Point(13.693307 41.954996)
Q81611015,chiesa di Santa Maria Assunta,Point(13.757786 41.921878)
Q120801746,chiesa di Santa Maria Assunta,Point(13.62375 42.005653)
Q82253960,chiesa di Santa Maria Assunta,Point(13.686033 41.934598)
Q3673269,chiesa di Santa Maria Assunta,Point(13.741766 42.115094)
Q121160868,chiesa di Santa Maria Assunta,Point(13.191167 42.177472)
Q121161116,chiesa di Santa Maria Assunta,Point(13.015708 42.306861)
Q121161114,chiesa di Santa Maria Assunta,Point(13.067594 42.295889)
Q121160824,chiesa di Santa Maria Assunta,Point(13.084942 42.388639)
Q87984060,chiesa di Santa Maria Assunta,Point(13.934511 41.776358)
Q82281801,chiesa di Santa Maria Assunta,Point(13.829586 41.781124)
Q121869825,chiesa di Santa Maria Assunta,Point(13.021156 41.957556)
Q121869313,chiesa di Santa Maria Assunta,Point(13.108175 42.019187)
Q94733924,chiesa di Santa Maria Assunta,Point(13.299469 42.330492)
Q82286791,chiesa di Santa Maria Assunta,Point(13.038413 42.049711)
Q54855570,chiesa di Santa Maria Assunta,Point(13.033094 41.9826)
Q120801892,chiesa di Santa Maria Assunta,Point(13.051501 42.110242)
Q55141496,chiesa di Santa Maria Assunta,Point(13.323472 41.889278)
Q103982382,chiesa di Santa Maria Assunta,Point(13.271285 42.124858)
Q55183292,chiesa di Santa Maria Assunta,Point(13.0233247 41.9109752)
Q55085990,chiesa di Santa Maria Assunta,Point(13.1144618 41.8816739)
Q120824779,chiesa di Santa Maria Assunta,Point(13.273056 41.775722)
Q120824775,chiesa di Santa Maria Assunta,Point(13.249111 41.862333)
Q102393891,chiesa di Santa Maria Assunta,Point(14.038635 41.746038)
Q83171686,chiesa di Santa Maria Assunta,Point(14.082236 41.845662)
Q120824792,chiesa di Santa Maria Assunta,Point(13.495611 41.695611)
Q96602956,chiesa di Santa Maria Assunta,Point(13.171889 41.790306)
Q120824642,chiesa di Santa Maria Assunta,Point(13.142769 41.828417)
Q87814177,chiesa di Santa Maria Assunta,Point(13.079359 42.416634)
Q121160840,chiesa di Santa Maria Assunta,Point(13.135443 42.512444)
Q121161165,chiesa di Santa Maria Assunta,Point(13.080328 42.496583)
Q118522191,chiesa di Santa Maria Assunta,Point(13.656806 42.487972)
Q54860415,chiesa di Santa Maria Assunta,Point(13.040779 42.592055)
Q54872553,chiesa di Santa Maria Assunta,Point(13.20045 42.483916)
Q54870751,chiesa di Santa Maria Assunta,Point(13.245721 42.523273)
Q55179413,chiesa di Santa Maria Assunta,Point(13.540818 42.535686)
Q103941675,chiesa di Santa Maria Assunta,Point(13.369999 42.55746)
Q120801839,chiesa di Santa Maria Assunta,Point(13.697056 42.196222)
Q55117726,chiesa di Santa Maria Assunta,Point(13.89699 42.23637)
Q120802919,chiesa di Santa Maria Assunta,Point(13.826521818 42.212257715)
Q120802976,chiesa di Santa Maria Assunta,Point(14.037892 42.237583)
Q55189263,chiesa di Santa Maria Assunta,Point(14.093881 42.248312)
Q118522163,chiesa di Santa Maria Assunta,Point(13.452433 42.557694)
Q118522412,chiesa di Santa Maria Assunta,Point(13.649806 42.54625)
Q55083442,chiesa di Santa Maria Assunta,Point(13.96898 42.29424)
Q121161166,chiesa di Santa Maria Assunta (Santa Rufina),Point(13.097233 42.52525)
Q118522207,chiesa di Santa Maria Ausiliatrice,Point(13.887694 42.553889)
Q3673388,chiesa di Santa Maria Calvona,Point(14.158746 42.339093)
Q82262966,chiesa di Santa Maria Capodacqua,Point(13.644944 41.953442)
Q120801747,chiesa di Santa Maria Goretti,Point(13.620694 42.003917)
Q120824829,chiesa di Santa Maria Goretti,Point(13.320472 41.774472)
Q120803070,chiesa di Santa Maria Goretti,Point(14.019931 42.241722)
Q120824361,chiesa di Santa Maria Imperatrice,Point(13.208111 41.731306)
Q120801791,chiesa di Santa Maria Lauretana,Point(13.274694 42.366878)
Q55179117,chiesa di Santa Maria Lauretana,Point(14.10859 42.39647)
Q120801648,chiesa di Santa Maria Maddalena,Point(13.459278 42.39675)
Q83170667,chiesa di Santa Maria Maddalena,Point(13.516117 42.177409)
Q121161256,chiesa di Santa Maria Maddalena,Point(13.021617 42.241417)
Q55083492,chiesa di Santa Maria Maddalena,Point(13.352389 41.716528)
Q118522164,chiesa di Santa Maria Maddalena,Point(13.513611 42.591944)
Q55134050,chiesa di Santa Maria Maddalena,Point(14.171195 42.351372)
Q105343867,chiesa di Santa Maria Maggiore,Point(13.812698 42.10288)
Q55140393,chiesa di Santa Maria Maggiore,Point(13.255252777 41.690675)
Q83163293,chiesa di Santa Maria Maggiore,Point(13.977013 41.932562)
Q50326632,chiesa di Santa Maria Maggiore,Point(13.993455 42.051207)
Q17625099,chiesa di Santa Maria Maggiore,Point(14.04324 42.39835)
Q101514575,chiesa di Santa Maria Mater Domini,Point(14.168027 42.348395)
Q120801649,chiesa di Santa Maria Mediatrice,Point(13.39625 42.359306)
Q120801589,chiesa di Santa Maria Nova,Point(13.774273769 42.081249317)
Q81741843,chiesa di Santa Maria Nuova,Point(13.583471 41.884191)
Q3673510,chiesa di Santa Maria Paganica,Point(13.399444444 42.352555555)
Q120801453,chiesa di Santa Maria Silvana al Fiume,Point(13.678139 42.189167)
Q17625110,chiesa di Santa Maria Valleverde,Point(13.53837 42.087566)
Q125689243,chiesa di Santa Maria a Forfona,Point(13.575947844 42.310285208)
Q18168524,chiesa di Santa Maria ad Cryptas,Point(13.4839 42.3019)
Q45976503,chiesa di Santa Maria ad Nives,Point(13.81372 41.98317)
Q3673621,chiesa di Santa Maria ad Nives,Point(13.810751 42.001144)
Q120801659,chiesa di Santa Maria ad Nives,Point(13.366842 42.094583)
Q54870755,chiesa di Santa Maria ad Nives,Point(13.186575 42.498383)
Q120801910,chiesa di Santa Maria ad Triticum,Point(13.325472 42.430417)
Q118521972,chiesa di Santa Maria d'Aragona,Point(13.795222 42.497167)
Q55134103,chiesa di Santa Maria de Criptis,Point(14.189263 42.385365)
Q121160987,chiesa di Santa Maria de Cucurbita,Point(13.150141 42.237861)
Q3585422,chiesa di Santa Maria de' Centurelli,Point(13.675866 42.268978)
Q120801639,chiesa di Santa Maria degli Angeli,Point(13.235711 42.410861)
Q120801831,chiesa di Santa Maria degli Angeli,Point(13.208306 42.066738)
Q121870088,chiesa di Santa Maria degli Angeli,Point(13.021175 41.690667)
Q54863244,chiesa di Santa Maria degli Angeli,Point(13.051847 42.532066)
Q121160841,chiesa di Santa Maria degli Angeli,Point(13.114853 42.483814)
Q120801777,chiesa di Santa Maria degli Angeli,Point(13.522972 42.286722)
Q118522192,chiesa di Santa Maria degli Angeli,Point(13.678278 42.529583)
Q3673662,chiesa di Santa Maria degli Angeli,Point(13.803491 42.528844)
Q120170164,chiesa di Santa Maria degli Angeli,Point(14.137339 42.295639)
Q55134037,chiesa di Santa Maria degli Angeli,Point(14.160054 42.349)
Q95089974,chiesa di Santa Maria degli Angeli a Porta di Bagno,Point(13.393838 42.343894)
Q83274901,chiesa di Santa Maria dei Raccomandati,Point(13.557811 42.289448)
Q103912079,chiesa di Santa Maria dei Sassi,Point(13.609236 41.788293)
Q55108090,chiesa di Santa Maria del Balzo,Point(13.95303 42.19119)
Q120801640,chiesa di Santa Maria del Cantero,Point(13.205472 42.412389)
Q120803069,chiesa di Santa Maria del Carmelo,Point(13.999472 42.26775)
Q103921304,chiesa di Santa Maria del Carmine,Point(13.594335 42.324485)
Q120801814,chiesa di Santa Maria del Carmine,Point(13.9247 42.0472)
Q47246183,chiesa di Santa Maria del Carmine,Point(13.645481 41.990303)
Q3673708,chiesa di Santa Maria del Carmine,Point(13.401752 42.352148)
Q121160988,chiesa di Santa Maria del Carmine,Point(13.167972 42.270472)
Q120824332,chiesa di Santa Maria del Carmine,Point(13.349639 41.680056)
Q47247366,chiesa di Santa Maria del Carmine,Point(14.064431 41.889533)
Q3673706,chiesa di Santa Maria del Carmine,Point(14.222134 42.191525)
Q120170408,chiesa di Santa Maria del Carmine,Point(14.171833 42.022906)
Q3673726,chiesa di Santa Maria del Colle,Point(13.842043 42.062901)
Q55156834,chiesa di Santa Maria del Colle,Point(13.218131 41.804056)
Q55165730,chiesa di Santa Maria del Guasto,Point(13.399529 42.355967)
Q20971476,chiesa di Santa Maria del Lago,Point(14.064372 42.429937)
Q120801790,chiesa di Santa Maria del Mazzetto,Point(13.258611 42.349944)
Q55108080,chiesa di Santa Maria del Monte,Point(13.960716645 42.232110601)
Q55157417,chiesa di Santa Maria del Ponte,Point(13.642552 42.207346)
Q120801641,chiesa di Santa Maria del Ponte,Point(13.312306 42.396917)
Q65008006,chiesa di Santa Maria del Ponte,Point(13.39045 42.347132)
Q55140221,chiesa di Santa Maria del Ponte,Point(14.183262 42.243191)
Q65953941,chiesa di Santa Maria del Ponte di Bagno,Point(13.397782 42.340324)
Q120801642,chiesa di Santa Maria del Presepe,Point(13.473083 42.359111)
Q120801492,chiesa di Santa Maria del Rosario,Point(13.860892901 42.022070821)
Q120824828,chiesa di Santa Maria del Rosario,Point(13.342472 41.777944)
Q120801643,chiesa di Santa Maria del Rosario,Point(13.458111 42.366878)
Q55164404,chiesa di Santa Maria del Rosario,Point(14.220526 42.187911)
Q120170196,chiesa di Santa Maria del Rosario,Point(14.223833 42.072878)
Q121160989,chiesa di Santa Maria del Sambuco,Point(13.171333 42.265944)
Q55165732,chiesa di Santa Maria del Soccorso,Point(13.413503 42.35201)
Q92289091,chiesa di Santa Maria del Soccorso,Point(13.24218 42.06566)
Q102347849,chiesa di Santa Maria del Soccorso,Point(13.771267 42.593243)
Q1544945,chiesa di Santa Maria del Suffragio,Point(13.39792 42.34839)
Q47248131,chiesa di Santa Maria del Suffragio,Point(14.06515 41.889136)
Q120170144,chiesa di Santa Maria del Suffragio,Point(14.181694 42.30475)
Q55140248,chiesa di Santa Maria del Suffragio,Point(14.205805 42.089987)
Q83022845,chiesa di Santa Maria dell'Ospedale,Point(13.30039 42.435938)
Q55134046,chiesa di Santa Maria della Civitella,Point(14.16306 42.34556)
Q120801485,chiesa di Santa Maria della Cona,Point(13.530611 42.3265)
Q120802953,chiesa di Santa Maria della Cona,Point(13.8795 42.361889)
Q65954053,chiesa di Santa Maria della Concezione,Point(13.399674 42.350405)
Q96276384,chiesa di Santa Maria della Consolazione,Point(13.523808 42.323561)
Q120824359,chiesa di Santa Maria della Consolazione,Point(13.141786 41.747944)
Q120801644,chiesa di Santa Maria della Croce,Point(13.380167 42.332111)
Q83168055,chiesa di Santa Maria della Febbre,Point(13.067856 42.027197)
Q121161117,chiesa di Santa Maria della Macchia,Point(13.048389 42.288972)
Q120824333,chiesa di Santa Maria della Mercede,Point(13.356611 41.730611)
Q47241287,chiesa di Santa Maria della Misericordia,Point(13.398228 42.354708)
Q55165508,chiesa di Santa Maria della Misericordia,Point(14.184108 42.043913)
Q55134054,chiesa di Santa Maria della Misericordia,Point(14.158269 42.355296)
Q55166946,chiesa di Santa Maria della Misericordia,Point(13.98789 42.4321)
Q121161255,chiesa di Santa Maria della Nativita',Point(13.042006 42.266)
Q103936954,chiesa di Santa Maria della Natività,Point(13.208065 42.443736)
Q83169288,chiesa di Santa Maria della Neve,Point(13.522425 42.20545)
Q108028167,chiesa di Santa Maria della Neve,Point(13.126645359 42.548687806)
Q118522061,chiesa di Santa Maria della Neve,Point(13.753889 42.501944)
Q55140297,chiesa di Santa Maria della Pace,Point(13.605816 42.230251)
Q120801493,chiesa di Santa Maria della Pace,Point(13.86927508 42.043553086)
Q47240224,chiesa di Santa Maria della Pace,Point(13.767616 42.267262)
Q81753774,chiesa di Santa Maria della Pace,Point(13.838009 42.1611)
Q118522070,chiesa di Santa Maria della Pace,Point(13.820833 42.59)
Q80940703,chiesa di Santa Maria della Pietà,Point(13.458219 42.306555)
Q103926131,chiesa di Santa Maria della Pietà,Point(13.593988 42.33228)
Q45813490,chiesa di Santa Maria della Pietà,Point(13.687514 42.329808)
Q83161365,chiesa di Santa Maria della Pietà,Point(13.875246 42.099242)
Q120801695,chiesa di Santa Maria della Pietà,Point(13.720083 42.024411)
Q121869631,chiesa di Santa Maria della Pietà,Point(13.015619 41.994056)
Q120824360,chiesa di Santa Maria della Pietà,Point(13.166878 41.721)
Q54870750,chiesa di Santa Maria della Pietà,Point(13.245546 42.522843)
Q120803003,chiesa di Santa Maria della Pietà,Point(14.051472 42.427306)
Q55115639,chiesa di Santa Maria della Pietà,Point(14.137058 42.293722)
Q121160891,chiesa di Santa Maria della Porta,Point(13.022808 42.394056)
Q121160812,chiesa di Santa Maria della Presentazione,Point(13.245694 42.582306)
Q110663341,chiesa di Santa Maria della Ruota,Point(13.671926598 42.179526467)
Q16540749,chiesa di Santa Maria della Serra,Point(14.232571 42.123011)
Q120824421,chiesa di Santa Maria della Stella e San Michele Arcangelo,Point(13.639833 41.701686)
Q19721567,chiesa di Santa Maria della Tomba,Point(13.924947 42.046261)
Q3673930,chiesa di Santa Maria della Valle,Point(13.879997 41.903145)
Q121870106,chiesa di Santa Maria della Valle,Point(13.094039 41.926694)
Q82739828,chiesa di Santa Maria della Valle,Point(13.275654 42.459384)
Q120801720,chiesa di Santa Maria della Visitazione,Point(13.538611 42.318914)
Q120801578,chiesa di Santa Maria della Vittoria,Point(13.602736 42.226056)
Q30181564,chiesa di Santa Maria della Vittoria,Point(13.341638888 42.06675)
Q120824541,chiesa di Santa Maria della Vittoria,Point(13.223389 41.801756)
Q101526192,chiesa di Santa Maria della Vittoria,Point(14.147626 42.344085)
Q121161094,chiesa di Santa Maria della neve,Point(13.143167 42.212861)
Q121161095,chiesa di Santa Maria delle Grazia,Point(13.091978 42.217481)
Q21551940,chiesa di Santa Maria delle Grazie,Point(13.700525 42.327367)
Q120801645,chiesa di Santa Maria delle Grazie,Point(13.440611 42.303833)
Q120801521,chiesa di Santa Maria delle Grazie,Point(13.657333 42.244167)
Q120801450,chiesa di Santa Maria delle Grazie,Point(13.641167 42.173556)
Q89412686,chiesa di Santa Maria delle Grazie,Point(13.541714 42.087862)
Q102398973,chiesa di Santa Maria delle Grazie,Point(13.537707971 42.270270145)
Q101416743,chiesa di Santa Maria delle Grazie,Point(13.64346 42.208292)
Q45977140,chiesa di Santa Maria delle Grazie,Point(13.812407 41.983621)
Q3673950,chiesa di Santa Maria delle Grazie,Point(13.803484 41.99474)
Q127441544,chiesa di Santa Maria delle Grazie,Point(13.85296 42.02674)
Q105388245,chiesa di Santa Maria delle Grazie,Point(13.809751 42.102584)
Q100830091,chiesa di Santa Maria delle Grazie,Point(13.581416666 41.879166666)
Q89272141,chiesa di Santa Maria delle Grazie,Point(13.4622 41.9663)
Q120801584,chiesa di Santa Maria delle Grazie,Point(13.699793701 42.129232345)
Q3673960,chiesa di Santa Maria delle Grazie,Point(13.774629 42.033215)
Q121160825,chiesa di Santa Maria delle Grazie,Point(13.082986 42.387833)
Q121161097,chiesa di Santa Maria delle Grazie,Point(13.1051 42.20775)
Q121161096,chiesa di Santa Maria delle Grazie,Point(13.124561 42.221556)
Q121869314,chiesa di Santa Maria delle Grazie,Point(13.107914 42.018823)
Q120801894,chiesa di Santa Maria delle Grazie,Point(13.116714 42.150455)
Q21187731,chiesa di Santa Maria delle Grazie,Point(13.33966 42.116814)
Q120801893,chiesa di Santa Maria delle Grazie,Point(13.127561 42.13465)
Q120801833,chiesa di Santa Maria delle Grazie,Point(13.315778 42.074236)
Q120801832,chiesa di Santa Maria delle Grazie,Point(13.236806 42.088753)
Q104030882,chiesa di Santa Maria delle Grazie,Point(13.282789 42.017666)
Q102388295,chiesa di Santa Maria delle Grazie,Point(13.205636 42.101992)
Q120824711,chiesa di Santa Maria delle Grazie,Point(13.093275 41.842583)
Q55183449,chiesa di Santa Maria delle Grazie,Point(13.057494 41.867203)
Q55162351,chiesa di Santa Maria delle Grazie,Point(13.291639 41.721861)
Q54863125,chiesa di Santa Maria delle Grazie,Point(13.01438 42.55924)
Q54863531,chiesa di Santa Maria delle Grazie,Point(13.0229 42.58202)
Q120801499,chiesa di Santa Maria delle Grazie,Point(13.263806 42.467944)
Q120801672,chiesa di Santa Maria delle Grazie,Point(13.223 42.497278)
Q3673980,chiesa di Santa Maria delle Grazie,Point(14.064085 41.890412)
Q3585436,chiesa di Santa Maria delle Grazie,Point(13.69932 42.24691)
Q96482728,chiesa di Santa Maria delle Grazie,Point(13.741642 42.237141)
Q3673956,chiesa di Santa Maria delle Grazie,Point(14.135014 42.290677)
Q120802915,chiesa di Santa Maria delle Grazie,Point(13.959833 42.219639)
Q3735835,chiesa di Santa Maria delle Grazie,Point(13.882318 41.902374)
Q121161118,chiesa di Santa Maria delle Grazie al lago,Point(13.064192 42.27325)
Q120802932,chiesa di Santa Maria delle Macchie,Point(13.851389 42.327778)
Q118522661,chiesa di Santa Maria dello Spino,Point(13.886806 42.519306)
Q55108083,chiesa di Santa Maria dentro la Terra,Point(13.96121 42.21919)
Q103920445,chiesa di Santa Maria di Capo di Serra,Point(13.59228 42.32608)
Q61904318,chiesa di Santa Maria di Cascina,Point(13.397226 42.35275)
Q82291298,chiesa di Santa Maria di Collemarciano,Point(13.509804 42.10022)
Q55172476,chiesa di Santa Maria di Corte,Point(13.031219 41.860639)
Q122749711,chiesa di Santa Maria di Costantinopoli,Point(13.873921 42.275663)
Q120801646,chiesa di Santa Maria di Farfa,Point(13.403528 42.348028)
Q55165728,chiesa di Santa Maria di Forfona,Point(13.40361 42.348037)
Q120801647,chiesa di Santa Maria di Gignano,Point(13.427806 42.351139)
Q120801451,chiesa di Santa Maria di Loreto,Point(13.669472 42.199417)
Q118353015,chiesa di Santa Maria di Loreto,Point(14.067172 41.717444)
Q103981590,chiesa di Santa Maria di Loreto,Point(13.32818 42.563469)
Q118522223,chiesa di Santa Maria di Loreto,Point(13.630278 42.563611)
Q65953922,chiesa di Santa Maria di Picenze,Point(13.400474 42.346279)
Q102348130,chiesa di Santa Maria di Portolungo,Point(13.741501746 42.585215346)
Q120824600,chiesa di Santa Maria di Pugliano,Point(13.082058 41.777806)
Q55165731,chiesa di Santa Maria di Roio,Point(13.394568 42.349754)
Q3674086,chiesa di Santa Maria di Ronzano,Point(13.714087 42.556138)
Q55167450,chiesa di Santa Maria e Cenobio,Point(13.462306 41.967524)
Q121869319,chiesa di Santa Maria e San Mauro,Point(13.037639 41.941861)
Q120801572,chiesa di Santa Maria e San Pietro,Point(13.587778 42.252014)
Q94736144,chiesa di Santa Maria e Santi Filippo e Giacomo,Point(13.291113 42.346997)
Q80511105,chiesa di Santa Maria extra moenia,Point(13.073798 42.411924)
Q3674119,chiesa di Santa Maria in Cellis,Point(13.077515 42.092118)
Q85431887,chiesa di Santa Maria in Cerulis,Point(13.717426 42.239373)
Q55178159,chiesa di Santa Maria in Colromano,Point(13.932656 42.451831)
Q102396858,chiesa di Santa Maria in Fontepianura,Point(13.261773295 42.366890733)
Q54870744,chiesa di Santa Maria in Pantanis,Point(13.255416 42.527106)
Q121161098,chiesa di Santa Maria in Pestroce,Point(13.187444 42.221222)
Q21551943,chiesa di Santa Maria in Piano,Point(13.988208 42.427215)
Q106612257,chiesa di Santa Maria in Ruvo,Point(13.644547 42.343579)
Q631656,chiesa di Santa Maria in Valle Porclaneta,Point(13.336071 42.137271)
Q103913951,chiesa di Santa Maria in Valleverde,Point(13.586307647 42.325874257)
Q121161044,chiesa di Santa Maria in Villa,Point(13.048517 42.216417)
Q49155983,chiesa di Santa Maria la Nova,Point(13.858805 42.585692)
Q121161119,chiesa di Santa Maria sposa,Point(13.074203 42.253861)
Q120801687,chiesa di Santa Maria valle d'Aprico,Point(13.454889 42.298083)
Q120803018,chiesa di Santa Marina Vergine e Martire,Point(13.827417 42.479611)
Q55140212,chiesa di Santa Reparata,Point(13.570714 42.546936)
Q3674195,chiesa di Santa Reparata,Point(13.979388 42.580269)
Q82285686,chiesa di Santa Restituta,Point(13.036382 42.047136)
Q83275634,chiesa di Santa Restituta,Point(13.504928 41.84679)
Q104635414,chiesa di Santa Restituta,Point(13.61542 41.72089)
Q121160842,chiesa di Santa Restituta,Point(13.124692 42.513528)
Q120801650,chiesa di Santa Rita,Point(13.406167 42.350906)
Q120170355,chiesa di Santa Rita,Point(14.188556 42.210833)
Q120824601,chiesa di Santa Rosa,Point(13.061736 41.7955)
Q121161120,chiesa di Santa Rufina,Point(13.101293 42.272139)
Q120801651,chiesa di Santa Rufina,Point(13.353361 42.331167)
Q118522413,chiesa di Santa Rufina,Point(13.623139 42.5565)
Q54863263,chiesa di Santa Rufina vecchia,Point(13.1107 42.53548)
Q22915214,chiesa di Santa Sabina,Point(13.624608 42.005564)
Q123586707,chiesa di Santa Sinforosa,Point(13.650039758 42.546497204)
Q120803078,chiesa di Santa Teresa D'Avila Vergine e Dottore,Point(14.156861 42.425639)
Q120824542,chiesa di Santa Teresa del Bambin Gesù,Point(13.225417 41.800003)
Q54870740,chiesa di Santa Vittoria,Point(13.234589 42.549402)
Q3674248,chiesa di Santa Vittoria,Point(13.087598 42.099388)
Q84570631,chiesa di Santa Vittoria Vergine e Martire,Point(13.783656888 42.502512327)
Q121869519,chiesa di Santo Antonio Abate,Point(13.074858 41.696667)
Q55109484,chiesa di Santo Spirito,Point(14.177792 42.300397)
Q49164186,chiesa di Santo Spirito,Point(13.86006 42.586803)
Q120801759,chiesa di Santo Stefano,Point(13.638806 42.292194)
Q81739358,chiesa di Santo Stefano,Point(13.471295 41.88613)
Q103993619,chiesa di Santo Stefano,Point(13.25553056 42.329950675)
Q121160872,chiesa di Santo Stefano,Point(13.253444 42.203583)
Q55178899,chiesa di Santo Stefano,Point(13.175167 42.232833)
Q120801897,chiesa di Santo Stefano,Point(13.111761 42.156344)
Q120801896,chiesa di Santo Stefano,Point(13.131817 42.134177)
Q55156854,chiesa di Santo Stefano,Point(13.219336 41.804444)
Q55083505,chiesa di Santo Stefano,Point(13.342583 41.72725)
Q55139029,chiesa di Santo Stefano,Point(13.93321 42.30887)
Q116483858,chiesa di Santo Stefano,Point(14.02559 42.26157)
Q118522319,chiesa di Santo Stefano,Point(14.084022 42.563278)
Q83025845,chiesa di Santo Stefano Martire,Point(13.300997 42.435557)
Q120803047,chiesa di Santo Stefano Primo Martire,Point(14.194167 42.461028)
Q98544230,chiesa di Santo Stefano Protomartire,Point(13.64838 42.341351)
Q102388825,chiesa di Santo Stefano Protomartire,Point(13.227079679 42.121458486)
Q83029347,chiesa di Santo Stefano a Monte,Point(13.307451 42.436261)
Q3674355,chiesa di Santo Stefano protomartire,Point(14.134255 42.29031)
Q55187663,chiesa di Sant’Eusanio Martire,Point(13.524539 42.288366)
Q21551949,chiesa e Convento di San Francesco,Point(13.251096 42.068148)
Q21551946,chiesa e convento di San Francesco,Point(13.730739 42.130812)
Q89288716,chiesa e monastero dei Santi Cosma e Damiano,Point(13.25005 42.06765)
Q55109015,chiesa matrice di Santa Maria,Point(13.198833 42.230028)
Q104028164,chiesa nuova della Madonna della Fonticella,Point(13.409666 41.940162)
Q120758262,chiesa nuova di San Giovanni Battista,Point(13.2751 42.5054)
Q120824620,chiesa parrocchiale Maria Santissima di Pompei,Point(13.629722 41.7555)
Q55135984,chiesa parrocchiale San Salvatore,Point(14.2165 42.088636)
Q120824346,chiesa parrocchiale dei Santi Giovanni Battista ed Evangelista,Point(13.746889 41.689667)
Q120801557,chiesa parrocchiale della Santissima Trinità,Point(13.404556 41.88875)
Q120824578,chiesa parrocchiale di Maria Santissima Immacolata,Point(13.558389 41.696861)
Q55182019,chiesa parrocchiale di S. Andrea Apostolo,Point(14.141373 42.216149)
Q55183337,chiesa parrocchiale di S. Maria De Lapide,Point(14.138181 42.259786)
Q55180907,chiesa parrocchiale di S. Martino,Point(13.535582059 42.331587221)
Q55182020,chiesa parrocchiale di S. Nicola,Point(14.142098 42.217022)
Q55183450,chiesa parrocchiale di S. Tommaso,Point(13.064486 41.87425)
Q120824749,chiesa parrocchiale di San Ciro e Santa Restituta Vergine e Martire,Point(13.610639 41.707972)
Q120824750,chiesa parrocchiale di San Domenico Abate,Point(13.579472 41.696806)
Q55182365,chiesa parrocchiale di San Giovanni,Point(14.187843 42.212805)
Q55187025,chiesa parrocchiale di San Giovanni Evangelista,Point(14.202 42.410634)
Q55115564,chiesa parrocchiale di San Gregorio Magno,Point(14.198977 42.249057)
Q120801552,chiesa parrocchiale di San Lidano,Point(13.453417 41.878583)
Q120801767,chiesa parrocchiale di San Nicola,Point(13.482611 41.851036)
